macro,file,line,type,size_i386,size_amd64
IOCTL_GNTDEV_MAP_GRANT_REF,sys/xen/gntdev.h,163,struct ioctl_gntdev_map_grant_ref,20,24
IOCTL_GNTDEV_SET_UNMAP_NOTIFY,sys/xen/gntdev.h,119,struct ioctl_gntdev_unmap_notify,16,16
IOCTL_GNTDEV_UNMAP_GRANT_REF,sys/xen/gntdev.h,175,struct ioctl_gntdev_unmap_grant_ref,12,16
IOCTL_EVTCHN_BIND_INTERDOMAIN,sys/xen/evtchn.h,49,struct ioctl_evtchn_bind_interdomain,12,12
IOCTL_EVTCHN_BIND_UNBOUND_PORT,sys/xen/evtchn.h,59,struct ioctl_evtchn_bind_unbound_port,8,8
IOCTL_EVTCHN_BIND_VIRQ,sys/xen/evtchn.h,39,struct ioctl_evtchn_bind_virq,8,8
IOCTL_EVTCHN_NOTIFY,sys/xen/evtchn.h,78,struct ioctl_evtchn_notify,4,4
IOCTL_EVTCHN_UNBIND,sys/xen/evtchn.h,69,struct ioctl_evtchn_unbind,4,4
IOCTL_PRIVCMD_HYPERCALL,sys/xen/privcmd.h,54,struct ioctl_privcmd_hypercall,28,56
IOCTL_PRIVCMD_MMAPBATCH,sys/xen/privcmd.h,56,struct ioctl_privcmd_mmapbatch,20,32
